|date|text|hashtags|processed_text
407|2013-05-20|Princess & Daddy this morning #nofilter #shesmyfavorite #himtoo #myworld http:// instagram.com/p/ZjBjOAvqb6/|#nofilter #shesmyfavorite #himtoo #myworld|princess & daddy this morning /
409|2013-06-03|Guess Who #yeahyou #itslevelstothisshit #ibetyallguessing #itsalllove #Doodie #himtoo http:// instagram.com/p/aGshsZHZzC/|#yeahyou #itslevelstothisshit #ibetyallguessing #itsalllove #doodie #himtoo|guess who /
410|2013-06-04|oh and bruno mars #himtoo #tunes|#himtoo #tunes|oh and bruno mar
411|2013-06-08|@NAIABaseballPro not today... #Ohhegotdrafted #himtoo SC's back up catcher was drafted as a catcher #SmyC|#ohhegotdrafted #himtoo #smyc|not today ... sc ' back up catcher be draft as catcher
413|2013-06-13|@skearney1150 You know seeing a tweet about Troy Bolton made my morning! #stillobsessedwithhsm #himtoo|#stillobsessedwithhsm #himtoo|you know see tweet about troy bolton make my morning !
414|2013-06-14|<-- #HimToo RT @NicoNoFlaw #np Yeezus|#himtoo #np|< -- yeezus
416|2013-06-22|<— #HimToo RT @a_brie @RalphLo67 https://twitter.com/a_brie/status/348487986280820736/photo/1 pic.twitter.com/rT7txSFvuG|#himtoo|< — a_brie
417|2013-06-26|thank god i got to let my anger out in the rain hahahaha #youreafuckingliar #himtoo #fuckyouboth #AAUGGH|#youreafuckingliar #himtoo #fuckyouboth #aauggh|thank god get to let my anger out in the rain hahahaha
418|2013-06-26|“ @Globalgallop : @rtralphy You left of Rhys Muldoon. Unforgivable.” Sorry #himtoo|#himtoo|: you leave of rhys muldoon . unforgivable . sorry
419|2013-07-01|@kayleej15 Not this time...hahaha! but i know who your thinking;) #himtoo|#himtoo|not this time ... hahaha ! but know who your think ; )
420|2013-07-13|Immediately after reporting to my younger brother than my mother had followed him on Instagram, he panicked and rushed to his phone. #himtoo|#himtoo|immediately after report to my younger brother than my mother have follow him on instagram , he panic and rush to his phone .
421|2013-07-16|I think his brother is gay #himtoo|#himtoo|think his brother be gay
422|2013-07-21|@sevens_travels this bitch don't love Sosa... #HimToo|#himtoo|this bitch don ' love sosa ...
423|2013-07-25|Ha, or L.G. Gill. #himtoo|#himtoo|ha , or .. gill .
426|2013-08-14|@Jarredbrown_ not true mate Tom cleverly is awful and he's never been... Oh yeah #woops #himtoo|#woops #himtoo|not true mate tom cleverly be awful and he ' never be ... oh yeah
427|2013-08-19|The One @TamarBraxtonHer #blastin #ontheroad #himtoo|#blastin #ontheroad #himtoo|the one
428|2013-08-20|@maggie_mae2013 your right, not creepy. #loveyoumost #himtoo|#loveyoumost #himtoo|your right , not creepy .
429|2013-08-20|#HimToo RT @JennOnTen : Sexay? RT @me : The Grandmaster>>>>>>>>>>>>>|#himtoo|: sexay ? : the grandmaster > > > > > > > > > > > > >
432|2013-08-25|@Bec_KC_21 lol she is trash #himtoo|#himtoo|lol she be trash
433|2013-08-26|“@DATNIGGPLAYYBOI: #HimToo “ @D_MFWilliams Bored af”” right|#himtoo|: bore af right
434|2013-08-31|I might be a walking medical mess but I'll fuck up any person for you, baby. #ExceptHim #HesFuckingMenacingLooking #HimToo #Run !|#excepthim #hesfuckingmenacinglooking #himtoo #run|might be walk medical mess but 'll fuck up any person for you , baby . !
435|2013-09-04|My boyfriend brought me a brownie... Thats all i need. #lovee #food . #himtoo|#lovee #food #himtoo|my boyfriend bring me brownie ... thats all need . .
436|2013-09-05|@Alli_Baxter cute! .. #himtoo|#himtoo|cute ! ..
437|2013-09-06|#hereforever . EVERY NITE. #4thgradehomeworkwillbethedeathofme . #himtoo #FMSphotoaday … http:// instagram.com/p/d5d3lHO5nA/|#hereforever #4thgradehomeworkwillbethedeathofme #himtoo #fmsphotoaday|. every nite . . /
438|2013-09-06|I love his Family #himtoo #imisseveryone #roughtimes|#himtoo #imisseveryone #roughtimes|love his family
439|2013-09-07|That moment when your dad shows you the video of the girl who caught fire while twerking. #HimToo #OhGawd #ALittleLatePop|#himtoo #ohgawd #alittlelatepop|that moment when your dad show you the video of the girl who catch fire while twerking .
442|2013-09-14|#HimToo RT @ErrbodyLuvLeezy : “ @Mike_Pee : @UmCoolLikeDat @ErrbodyLuvLeezy #Repossessed ... http:// tmi.me/18NZ2g|#himtoo #repossessed|: : ...
443|2013-09-22|Aluko. #himtoo|#himtoo|aluko .
444|2013-09-22|Damn I love this city #dc #home #himtoo|#dc #home #himtoo|damn love this city
445|2013-09-24|"That moment when a proven whore hashtags ""not a whore"" on a pic of her tits. #ivegotvideotoproveotherwise #sodoeshe #himtoo"|#ivegotvideotoproveotherwise #sodoeshe #himtoo|that moment when prove whore hashtags `` not whore '' on pic of her tits .
446|2013-09-25|Just realized that today was Me and Bailey's 10 months.... #happy10months ? #completelyforgot #notjustme #himtoo|#happy10months #completelyforgot #notjustme #himtoo|just realize that today be me and bailey ' months ... . ?
447|2013-09-26|If #MariskaHargitay doesn't win an #Emmy for this episode alone, there is something SERIOUSLY wrong. And the guest star guy. #HimToo #SVU|#mariskahargitay #emmy #himtoo #svu|if doesn ' win an for this episode alone , there be something seriously wrong . and the guest star guy .
448|2013-09-26|“@RobDimension: @KINGCorino He's an icon, how dare you!!” He's an awful human being. A helmet wearer. Literally. Old, cranky turd. #HimToo|#himtoo|: he ' an icon , how dare you ! ! he ' an awful human be . helmet wearer . literally . old , cranky turd .
451|2013-10-05|... So what up?! Lol.. #LateNiteSnackin #PregnantHabits #HimToo @Cooter Brown's Tavern & Oyster Bar http:// instagram.com/p/fE73-DgvF6/|#latenitesnackin #pregnanthabits #himtoo|... so what up ? ! lol.. brown ' tavern & oyster bar /
452|2013-10-05|#Yummz #Foodie #GatorSausage :p #LateNiteSnackin #PregnantHabits #HimToo @Cooter Brown's Tavern &… http:// instagram.com/p/fE8TQOAvGM/|#yummz #foodie #gatorsausage #latenitesnackin #pregnanthabits #himtoo|: brown ' tavern & /
453|2013-10-05|SeafoodPlatter!! #LateNiteSnackin #PregnantHabits #HimToo @Cooter Brown's Tavern & Oyster Bar http:// instagram.com/p/fE9gZGAvHD/|#latenitesnackin #pregnanthabits #himtoo|seafoodplatter ! ! brown ' tavern & oyster bar /
454|2013-10-06|Where the FAQ is @angelafeeney & @LCresp ? #cantfindcory #himtoo|#cantfindcory #himtoo|where the faq be & ?
455|2013-10-08|I have so many imaginary boyfriends on campus bruh I stay claiming tf outta niggas who don't even know my name #desbae #himtoo #truluv|#desbae #himtoo #truluv|have so many imaginary boyfriends on campus bruh stay claim tf outta niggas who don ' even know my name
457|2013-10-11|Just finished making enchiladas, yellow rice and guacamole with my uncle. #Mexicannight #family #ilovecooking #himtoo pic.twitter.com/r4LWRNcRv9|#mexicannight #family #ilovecooking #himtoo|just finish make enchiladas , yellow rice and guacamole with my uncle .
458|2013-10-11|@smazac honestly dtown is not the same without you #druckdares #kisshim #andhim #himtoo|#druckdares #kisshim #andhim #himtoo|honestly dtown be not the same without you
459|2013-10-12|"@Greggutfeld said ""Caution! This is my finger!"" So his therapy is finally having an effect. Usually he points someting else. #Weiner #HimToo"|#weiner #himtoo|say `` caution ! this be my finger ! '' so his therapy be finally have an effect . usually he point someting else .
460|2013-10-19|Preety seccessful night #hair >> #himtoo pic.twitter.com/GRKvuLr5Dv|#hair #himtoo|preety seccessful night > >
461|2013-10-22|GAAAAAAAALLLLLLLLLLLLEE!!!! why.. #HimToo ??!!?!...|#himtoo|! ! ! ! why.. ? ? ! ! ? ! ...
462|2013-10-24|Don't know how I'm feeling today, I'm still hungover. And sleepy. But I like the fact I'm finally enjoying a bit of this life :') #himtoo|#himtoo|don ' know how ' feel today , ' still hungover . and sleepy . but like the fact ' finally enjoy bite of this life : ' )
464|2013-10-26|@AisyaZainal #HimToo :P|#himtoo|:
465|2013-10-27|Ooooh forgot about Mark Wahlberg... Long hair.. beard... smelling of fish... unwashed... #himtoo|#himtoo|ooooh forget about mark wahlberg ... long hair.. beard ... smell of fish ... unwashed ...
466|2013-10-30|NSA Spied on Pope Francis? http:// republicanredefined.com/2013/10/30/nsa -spied-on-pope-francis/ … #himtoo ? #NSA #spygate #snowden|#himtoo #nsa #spygate #snowden|nsa spy on pope francis ? -/ ?
467|2013-11-02|theedollshow #himtoo http:// instagram.com/p/gMkdlOoBGo/|#himtoo|theedollshow /
468|2013-11-05|Can't wait to sleep on my ralf Lauren pillows tonite #excited #himtoo #hesfool #lolol|#excited #himtoo #hesfool #lolol|can ' wait to sleep on my ralf lauren pillow tonite
469|2013-11-10|Omw to steal yo gurlllll #keepherclose #himtoo #canneverbetocareful lmao #imjokingtho #orami http:// instagram.com/p/gip_xovnXr/|#keepherclose #himtoo #canneverbetocareful #imjokingtho #orami|omw to steal yo gurlllll lmao /
470|2013-11-11|What up P #iseeyou #metoo #himtoo #lmfaooooo http:// instagram.com/p/gjmdchmr3N/|#iseeyou #metoo #himtoo #lmfaooooo|what up /
472|2013-11-18|“ @joe_hill : Am hearing it is Alan Moore's birthday today, which is funny, because as far as I'm concerned he's fuckin' timeless.” #HimToo|#himtoo|: be hear it be alan moore ' birthday today , which be funny , because as far as ' concern he ' fuckin ' timeless .
474|2013-11-23|And forgot to mention @ray12ay555 #himtoo|#himtoo|and forget to mention
475|2013-11-26|My favorite past time is getting @NickBartolacci going #MissIt #HimToo|#missit #himtoo|my favorite past time be get go
477|2013-12-02|So the movie Noah has, not just Russell Crowe, but also Emma Watson!!! #iamSOin #shecute #himtoo #yep #isaidit #ortypedit #appreciation|#iamsoin #shecute #himtoo #yep #isaidit #ortypedit #appreciation|so the movie noah have , not just russell crowe , but also emma watson ! ! !
478|2013-12-04|@Bradleigh_bear no no no..im talkin bout me lol but fucc it #himtoo|#himtoo|no no no..im talkin bout me lol but fucc it
479|2013-12-05|an almost perf day! thanks @fatimatical @jussstinej @OKayeKokeyWaley @JayseeIgnacio #himtoo hahaha #landi :))|#himtoo #landi|an almost perf day ! thank hahaha : ) )
480|2013-12-06|& I'm a need them 2 to just fight! #him & #himtoo|#him #himtoo|& ' need them to just fight ! &
481|2013-12-09|Had a dream that I married #him it was beautiful. I asked yall to keep us in prayer... 4 months in he cheated. So I ran away with #himtoo|#him #himtoo|have dream that marry it be beautiful . ask yall to keep in prayer ... months in he cheat . so run away with
483|2013-12-16|I'm mad I had to let my nipple rings close they give me life #himToo|#himtoo|' mad have to let my nipple ring close they give me life
484|2013-12-18|Yep. #himtoo #reptilian #sorry pic.twitter.com/qSuB1o3zhD|#himtoo #reptilian #sorry|yep .
485|2013-12-22|Oh yea! #himtoo !|#himtoo|oh yea ! !
486|2014-01-01|@DylanStorey10 what and Dylan? #himtoo|#himtoo|what and dylan ?
487|2014-01-17|I hate myself sometimes .. Shoulda made a move. #himtoo #wtg|#himtoo #wtg|hate myself sometimes .. shoulda make move .
488|2014-01-20|#MCM ... Not Kerik.. Just his arms .. kerik_crouse #jk #himtoo http:// instagram.com/p/jZfiKSBO6u/|#mcm #jk #himtoo|... not kerik.. just his arm .. kerik_crouse /
489|2014-01-25|Since I missed #ManCrushMondays here's a #SexySaturdays pic. #HimSoSexy #HimToo … http:// instagram.com/p/jmt5izx_D3/|#mancrushmondays #sexysaturdays #himsosexy #himtoo|since miss here ' pic . /
490|2014-01-26|@SampHicks has turned into quite the Mr. Fix-it and I must say I dig. Yay for my dishwasher! #sohot #himtoo|#sohot #himtoo|have turn into quite the mr. and must say dig . yay for my dishwasher !
491|2014-01-29|That's not @Nelly_Mo “ @taeheckard : Since I missed #ManCrushMondays here's a #SexySaturdays pic. #HimSoSexy #HimToo … http:// Instagram.com/p/jmt5izx_D3/ ”|#mancrushmondays #sexysaturdays #himsosexy #himtoo|that ' not : since miss here ' pic . /
492|2014-01-29|“ @taeheckard : Since I missed #ManCrushMondays here's a #WonderfulWednesday pic. #HimSoSexy #HimToo … pic.twitter.com/jLfFtemTPc|#mancrushmondays #wonderfulwednesday #himsosexy #himtoo|: since miss here ' pic .
493|2014-01-29|“ @FuckBeinFamous : @taeheckard : Since iMissed #ManCrushMondays here’s a #WonderfulWednesday pic. #HimSoSexy #HimToo pic.twitter.com/DqtqvBLGS3 ”|#mancrushmondays #wonderfulwednesday #himsosexy #himtoo|: : since imissed here pic .
494|2014-01-31|@MensHumor @bcbala7981 @tifikat #himToo rofl|#himtoo|rofl
495|2014-02-01|Lyn worries me so much. Always getting injured. First, breaks his back, then flips his truck and now battery acid burns. #prayforme #himtoo|#prayforme #himtoo|lyn worry me so much . always get injure . first , break his back , then flip his truck and now battery acid burn .
496|2014-02-08|#WOW !!! #SHOCKER #HIMTOO ??? :-|#wow #shocker #himtoo|! ! ! ? ? ? : -
497|2014-02-13|Little early Valentines Day delivery thaaaanks Henrick! #sosweet #thecupcake #himtoo pic.twitter.com/oIQUF4Eb3q|#sosweet #thecupcake #himtoo|little early valentines day delivery thaaaanks henrick !
498|2014-02-17| @_FOOLY_ : Walls family too thick .! #HimToo GO 2 HELL!!!!!|#himtoo|: wall family too thick . ! go hell ! ! ! ! !
499|2014-02-19|"i thought grady was gay ""nah hes just mad weird"" #iLoveIt #HimToo #NarclepsyDontKeepHimDown"|#iloveit #himtoo #narclepsydontkeephimdown|think grady be gay `` nah hes just mad weird ''
500|2014-02-23|“ @_MeganGalore : “ @its_rell_bitch : He gotta stop playin for I give him sum vagina” oh #HimToo ?”|#himtoo|: : he get ta stop playin for give him sum vagina oh ?
501|2014-02-23|@Peaugh your review pushed me over on both. I'd have added Grindrod too, but he's sold out everywhere. :) #forgotdiesel #himtoo|#forgotdiesel #himtoo|your review push me over on both . ' have add grindrod too , but he ' sell out everywhere . : )
502|2014-02-26|thought I was hearing things then I hear my sis bf playings puzzles lol #HimToo|#himtoo|think be hear things then hear my sis bf play puzzle lol
504|2014-03-03|My son got the cast off his leg today. I was very brave. I bought myself an icecream afterward #himtoo|#himtoo|my son get the cast off his leg today . be very brave . buy myself an icecream afterward
505|2014-03-04|@marifel @kiwi_outlander @LoriMacc I did feel sorry at first, but we DON'T know what REALLY happened. Why is AJ homewrecker? Takes 2. #himtoo|#himtoo|do feel sorry at first , but we don ' know what really happen . why be aj homewrecker ? take .
507|2014-03-06|@alayahjanaee uhhhhhhh not who you think!!! #himtoo but not him if that makes sense.|#himtoo|uhhhhhhh not who you think ! ! ! but not him if that make sense .
508|2014-03-11|#uglypic #ohwell #whenducklipsgowrong #happyBirthdaytome .... #himtoo … http:// instagram.com/p/lZLha3Kntm/|#uglypic #ohwell #whenducklipsgowrong #happybirthdaytome #himtoo|... . /
510|2014-03-15|You know who's happiest to see the story about @perrynoble and Result Source? @PastorMark #OutsideCounsel #HimToo|#outsidecounsel #himtoo|you know who ' happiest to see the story about and result source ?
511|2014-03-17|#himtoo - #investing #back into his #people - #soproud #refugee #education #music #teacher #drums … http:// instagram.com/p/lpY59btuoh/|#himtoo #investing #back #people #soproud #refugee #education #music #teacher #drums|- into his - /
513|2014-03-21|22:22 << Pensé aux gars qui vont ce mettre une race ce soir sans moi >> #HimToo|#himtoo|: < < pensé aux gars qui vont ce mettre une race ce soir sans moi > >
514|2014-03-24|Me & @kingDiamondd_ the real #SplashBrothers .. #CantBeatUs #ImTheShooter #HimToo .. #MeetUsAtTheY #WeDontLose|#splashbrothers #cantbeatus #imtheshooter #himtoo #meetusatthey #wedontlose|me & the real .. ..
515|2014-03-24|“ @LancePerodin : Me & @kingDiamondd_ the real #SplashBrothers .. #CantBeatUs #ImTheShooter #HimToo .. #MeetUsAtTheY #WeDontLose ”|#splashbrothers #cantbeatus #imtheshooter #himtoo #meetusatthey #wedontlose|: me & the real .. ..
519|2014-03-29|#saturdayevening #family #himtoo #:) http:// instagram.com/p/mIOGlml1qj/|#saturdayevening #family #himtoo #|: ) /
520|2014-03-29|@hemigod1 @EdmontonJack @PLeonardNYDN Anyone on the Rangers who needs their first NHL goal? #himtoo|#himtoo|anyone on the rangers who need their first nhl goal ?
521|2014-04-01|Love this dude #himtoo #theweeknd http:// instagram.com/p/mO_Wo0rqVc/|#himtoo #theweeknd|love this dude /
523|2014-04-03|Nobody but you #lovehim #himtoo http:// instagram.com/p/mVj69yLqZn/|#lovehim #himtoo|nobody but you /
524|2014-04-07|Fuck it, if it was real, it'll come back #WeBoffKnowDat #HimToo #CareButDontCare|#weboffknowdat #himtoo #carebutdontcare|fuck it , if it be real , it 'll come back
527|2014-04-19|Just told Matt that I wish Kevin was here #sotrue #himtoo #gottalovethoseraffertys|#sotrue #himtoo #gottalovethoseraffertys|just tell matt that wish kevin be here
528|2014-04-20|@myunclescotty or Yul Brynner. #himtoo|#himtoo|or yul brynner .
529|2014-04-21|He ALWSYS gets spoiled when Morgan is in town! #puppylove #ridiculous #makesherhappy #himtoo … http:// instagram.com/p/nDnptTjiWV/|#puppylove #ridiculous #makesherhappy #himtoo|he alwsys get spoil when morgan be in town ! /
531|2014-04-27|Met @michaelbuble in perth. Well worth the 8hr wait. #wettingmypants #himtoo|#wettingmypants #himtoo|meet in perth . well worth the wait .
532|2014-04-29|"My professor just said ""that was very naughty of me""... #killmenow #himtoo #ew #stahp #ineedtoleave"|#killmenow #himtoo #ew #stahp #ineedtoleave|my professor just say `` that be very naughty of me '' ...
533|2014-04-29|@sashaphils2 @harrietagbenyi plus, the average can barely do it. I think its safe to say that Prof. Nubi wants that for the average #Himtoo|#himtoo|plus , the average can barely do it . think its safe to say that prof. nubi want that for the average
534|2014-05-03|Girl crushin on all the girls in pharrell's new video. #marilynmonroe #himtoo #justlosethetwathat|#marilynmonroe #himtoo #justlosethetwathat|girl crushin on all the girls in pharrell ' new video .
535|2014-05-03|@amandahowlett91 YUSSS #himtoo|#himtoo|yusss
536|2014-05-10|Omg Bob! #stiffleg #checkthatguysanlkes #himtoo #packers #madden #nfl #omgbob #gamer #football #comedy … http:// instagram.com/p/n0zXy_AjPO/|#stiffleg #checkthatguysanlkes #himtoo #packers #madden #nfl #omgbob #gamer #football #comedy|omg bob ! /
537|2014-05-11|@missmandiie ughhh gross, beer thanks mang. gotta make myself look cute.. & Got hangouts with the pup tomorrow #himtoo #awko|#himtoo #awko|ughhh gross , beer thank mang . get ta make myself look cute.. & get hangouts with the pup tomorrow
538|2014-05-21|I hear kid cudi and its flashbacks to another time, another life even #3yearslater #himtoo|#3yearslater #himtoo|hear kid cudi and its flashbacks to another time , another life even
539|2014-05-21|Brogan is the only reason I'm legitimately sad right now. She was the only one really here for me this year. #thenhaber #himtoo|#thenhaber #himtoo|brogan be the only reason ' legitimately sad right now . she be the only one really here for me this year .
540|2014-05-23|Been chasing for over a week-my hubby @RJHardy sent this pic of my beautiful doggy Symphony! #misshernow #himtoo pic.twitter.com/s9ZMXhwsOS|#misshernow #himtoo|be chase for over hubby send this pic of my beautiful doggy symphony !
541|2014-06-02|I suppose something drastic would have to happen. #5995 #ikidyounot #iknowhim #himtoo #somethingdrastic #everypoopinthemiddleoftraffic #one|#5995 #ikidyounot #iknowhim #himtoo #somethingdrastic #everypoopinthemiddleoftraffic #one|suppose something drastic would have to happen .
544|2014-06-15|Sun time is happy time #SantaMonica #almostmexitan #himtoo #happydays http:// instagram.com/p/pPotTZSW2t/|#santamonica #almostmexitan #himtoo #happydays|sun time be happy time /
545|2014-06-17|Oh lord all I needed was this... #HimToo :'(|#himtoo|oh lord all need be this ... : ' (
546|2014-06-19|Um thanks to my great room decor skills Jake's room is now on point. #greatgf #propstome #himtoo|#greatgf #propstome #himtoo|um thank to my great room decor skills jake ' room be now on point .
547|2014-06-20|Already in love with @kennychesney new song #himtoo|#himtoo|already in love with new song
549|2014-06-28|Lmaoooooo RT @Watts_boyeeee: Bitch no!! RT @Dot_Moe : #HimToo ? RT @LeeAndrewJoness: that's remind of of Watts last weekend|#himtoo|lmaoooooo : bitch no ! ! : ? : that ' remind of of watts last weekend
550|2014-06-28|#HimToo ? RT @LeeAndrewJoness: that's remind of of Watts last weekend|#himtoo|? : that ' remind of of watts last weekend
551|2014-07-03|Lmaooo remember that guy that spit dip in our faces at second booth one time through the window #himtoo @katdamianoxo|#himtoo|lmaooo remember that guy that spit dip in our face at second booth one time through the window
552|2014-07-10|Laughing about I don't know what at the time. #breakingrules #himtoo #copenhagen #kobenhavn @… http:// instagram.com/p/qR3gtkvzoN/|#breakingrules #himtoo #copenhagen #kobenhavn|laugh about don ' know what at the time . /
553|2014-07-16|I'm already Lazy!! #SleepIsOnMyMind & #HimToo !! ;)|#sleepisonmymind #himtoo|' already lazy ! ! & ! ! ; )
555|2014-07-21|I never go looking for a fight. But when one finds me, I sure as hell finish it, & they are in for the fight of their life. -Bobby #himtoo|#himtoo|never go look for fight . but when one find me , sure as hell finish it , & they be in for the fight of their life . -bobby
556|2014-07-21|Can't leave my main man out of the mix #datfacedoe #mcm #himtoo #mymainman #mydude #malakai http:// instagram.com/p/qudV-fKgYz/|#datfacedoe #mcm #himtoo #mymainman #mydude #malakai|can ' leave my main man out of the mix /
557|2014-07-26|I kinda miss my boyfriends friends #lolz #himtoo #sillyboys|#lolz #himtoo #sillyboys|kinda miss my boyfriends friends
559|2014-08-10|We refuse to participate in real life today #iquitlife #himtoo #thiskid dunksfordays http:// instagram.com/p/rhm3o_pR20/|#iquitlife #himtoo #thiskid|we refuse to participate in real life today dunksfordays /
560|2014-08-12|Chilling with the bro #sillyface #allwhiteeverything #smile #latinos #mesingle #himtoo #nyc #queens … http:// instagram.com/p/rlajsQLMtC/|#sillyface #allwhiteeverything #smile #latinos #mesingle #himtoo #nyc #queens|chill with the bro /
561|2014-08-13|Someone is ready for his birthday tomorrow!!! #leoseason #himtoo http:// instagram.com/p/rpnMZftGmT/|#leoseason #himtoo|someone be ready for his birthday tomorrow ! ! ! /
562|2014-08-14|. Lol woahhhh #WildnOut #HimToo ? Dang Kim http:// instagram.com/p/rqjl52o9a_/|#wildnout #himtoo|. lol woahhhh ? dang kim /
564|2014-08-17|So @Jordo5280 just told me Jamba Juice delivers now. What bullshit. I'm moving back just for that. #himtoo|#himtoo|so just tell me jamba juice deliver now . what bullshit . ' move back just for that .
565|2014-08-26|9-year-old is executed: Where's the outrage? http:// fw.to/gKfzorW #himtoo #juzticeforall #saveourboyd|#himtoo #juzticeforall #saveourboyd|be execute : where ' the outrage ? gkfzorw
566|2014-09-02|@otherworldlyx did you draft Dwayne Bowe at WR? #himtoo|#himtoo|do you draft dwayne bowe at wr ?
567|2014-09-10|#Whysheleft , my sister needed to. #Triedtobehappy . #onemonthfree #foundherinmissouririver #himtoo #onemonthlater #stayorleave ? #2008|#whysheleft #triedtobehappy #onemonthfree #foundherinmissouririver #himtoo #onemonthlater #stayorleave #2008|, my sister need to . . ?
568|2014-09-11|"@MotherJones PhRMA PROPERTY, not to mention the ""other"" sponsors of his suicide-pact with America® #GetHimOUTTAHERE #RomneyIsNixon #HimToo"|#gethimouttahere #romneyisnixon #himtoo|phrma property , not to mention the `` other '' sponsor of his with america®
569|2014-09-14|With Very Few Exceptions, Most Everyone Has Treated Me Exactly As Deserved #archie #himtoo #regretsihavehadafew #cats pic.twitter.com/4fdLnzOOA5|#archie #himtoo #regretsihavehadafew #cats|with very few exceptions , most everyone have treat me exactly as deserve
571|2014-09-20|“ @UberFacts : You can buy GPS shoes that will guide you home by clicking your heels together.” What about my little dog? #HimToo ?|#himtoo|: you can buy gps shoe that will guide you home by click your heel together . what about my little dog ? ?
573|2014-09-22|@gattaca haha.. sadly that book is worth a first or a re-read by anyone on the twitterverse. #imnotparanoid #whosaidthat #hedid #himtoo|#imnotparanoid #whosaidthat #hedid #himtoo|haha.. sadly that book be worth first or by anyone on the twitterverse .
574|2014-09-23|My life in a nutshell #happy #austin #shesmyeverything #himtoo haha #rowingdock #geisha #beauty #city … http:// instagram.com/p/tRJaLcKJLU/|#happy #austin #shesmyeverything #himtoo #rowingdock #geisha #beauty #city|my life in nutshell haha /
575|2014-09-30|Best decision I ever made. Seven years ago today!! #luckyme #himtoo http:// instagram.com/p/tkjrONzHP2/|#luckyme #himtoo|best decision ever make . seven years ago today ! ! /
578|2014-10-24|Damn why I gotta smell so good #himtoo it's kinda hypnotizing serious|#himtoo|damn why get ta smell so good it ' kinda hypnotize serious
579|2014-11-01|@mbretosESPN (Cough, cough) Di María (Cough, cough).... #HimToo|#himtoo|( cough , cough ) di maría ( cough , cough ) ... .
580|2014-11-01|#Cool #HimToo crying|#cool #himtoo|cry
581|2014-11-01|@davis_liz30 true!!! #himtoo|#himtoo|true ! ! !
584|2014-11-18|Who else is as excited as I am to see @RyanSerhant dance? #MDLNY #WillHePropose ? #addictedtothisshow #himtoo|#mdlny #willhepropose #addictedtothisshow #himtoo|who else be as excite as be to see dance ? ?
585|2014-11-23|Daaaaaaaaaaaaaaaaamn!!!!! Old D came to haunt me tonight #ActedLikeNothing #HimToo #ThoughtYouWereDead #YouShouldBe #LMFAOC|#actedlikenothing #himtoo #thoughtyouweredead #youshouldbe #lmfaoc|! ! ! ! ! old come to haunt me tonight
587|2014-11-30|Dolly's having a sleepover at Reece's #missher #himtoo pic.twitter.com/Qn9Ffb1XmT|#missher #himtoo|dolly ' have sleepover at reece '
588|2014-12-01|Just saying!!!! #himtoo #getupoffthemdicks http:// instagram.com/p/wDYHfIsphX/|#himtoo #getupoffthemdicks|just say ! ! ! ! /
590|2014-12-03|Bila sama2 debab leh jd camni x? #mefeelingfat #himtoo http:// instagram.com/p/wJR1vviECv/|#mefeelingfat #himtoo|bila debab leh jd camni ? /
591|2014-12-06|can we just take a moment to thank Bradley for buying me this stunning dress today #inlove #withdress #himtoo pic.twitter.com/i7UWaOiq9D|#inlove #withdress #himtoo|can we just take moment to thank bradley for buy me this stun dress today
592|2014-12-06|Hmm.... Where is my chauffer? #Cinderella #momLife #missingBabyGirl #HimToo|#cinderella #momlife #missingbabygirl #himtoo|hmm ... . where be my chauffer ?
593|2014-12-12|SOMEBODY'S excited to see #Awaited #anditsme #himtoo #adventurefridays @Crossroads http:// instagram.com/p/whXRsmozV8/|#awaited #anditsme #himtoo #adventurefridays|somebody ' excite to see /
594|2014-12-23|What will Bills Mafia reaction be when Jimmy G beats em on Sunday? #himtoo|#himtoo|what will bill mafia reaction be when jimmy beat em on sunday ?
595|2014-12-26|I Love this pic! #himtoo #dylan #trouble #getyours #custom #bowtie #stripes #leather #adjustablestrap … http:// instagram.com/p/xFgGVGrG8G/|#himtoo #dylan #trouble #getyours #custom #bowtie #stripes #leather #adjustablestrap|love this pic ! /
596|2014-12-29|Want to take a second to appreciate my small town HS where the dating pool was SUCH a woven web #talked2him #andhim #himtoo #odontforgethim|#talked2him #andhim #himtoo #odontforgethim|want to take second to appreciate my small town hs where the date pool be such weave web
597|2015-01-10|All these THOTS posting this Chris Brown picture #Thhiiiirrrrssssttttyyyy #HimToo|#thhiiiirrrrssssttttyyyy #himtoo|all these thots post this chris brown picture
598|2015-01-19|@irishkwh you'd be funny as hell in the booth #thatdudesucks #himtoo #heblows #heshouldbeinjail|#thatdudesucks #himtoo #heblows #heshouldbeinjail|you ' be funny as hell in the booth
599|2015-01-21|@allisonfalk very funny. #himtoo|#himtoo|very funny .
600|2015-01-23|Cliché cliché cliché #skimaskway #badass #himtoo http:// instagram.com/p/yNjbhKDTd6/|#skimaskway #badass #himtoo|cliché cliché cliché /
601|2015-01-29|#tbt with my man armani (Giorgio Armani) #italia #fashionicon #himtoo #armanijeans #milano #olimpia … http:// instagram.com/p/ycmWE2uAvQ/|#tbt #italia #fashionicon #himtoo #armanijeans #milano #olimpia|with my man armani ( giorgio armani ) /
603|2015-02-23|"Glad they let Michael Keaton talk, sad he didn't ""KA-CHIGGA,"" a la Chick Hicks in Cars #himtoo"|#himtoo|glad they let michael keaton talk , sad he didn ' `` , '' la chick hicks in cars
